    6.2.1. In-processing	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-in-processing
    6.2.2. Co-processing	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-co-processing
    6.2.3. Boolean Theories	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-boolean-theories
  6.3. Horn Clause Solver	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-horn-clause-solver
  6.4. QSAT	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-qsat
  6.5. NLSat	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-nlsat
7. Tactics	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-tactics
  7.1. Tactic Basics	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-tactic-basics
  7.2. Solvers from Tactics	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-solvers-from-tactics
  7.3. Tactics from Solvers	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-tactics-from-solvers
  7.4. Parallel Z3	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-parallel-z3
8. Optimization	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-optimization
  8.1. Multiple Objectives	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-multiple-objectives
  8.2. MaxSAT	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-maxsat
9. Summary	https://theory.stanford.edu/~nikolaj/programmingz3.html#sec-summary
