Android SELinux Internals Part I	https://www.8ksec.io/android-selinux-internals-part-i-8ksec-blogs/
Android SELinux Internals Part II	https://www.8ksec.io/android-selinux-internals-part-ii/
Android SELinux Internals Part III	https://www.8ksec.io/android-selinux-internals-part-iii/
Android SELinux Internals Part IV	https://www.8ksec.io/android-selinux-internals-part-iv/
Rooting an Android Emulator for Mobile Security Testing	https://www.8ksec.io/rooting-an-android-emulator-for-mobile-security-testing/
